City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
546,Hualmay,PE,2020-08-02 18:25:20,-11.1,-77.61,66.85,66,42,10.2,scattered clouds
547,Dingle,PH,2020-08-02 18:25:16,11.0,122.67,76.66,83,100,4.14,overcast clouds
548,Aktash,RU,2020-08-02 18:28:30,50.3,87.73,40.6,86,0,0.94,clear sky
549,Belaya Gora,RU,2020-08-02 18:25:07,68.53,146.42,54.99,62,69,5.37,broken clouds
550,Leshukonskoye,RU,2020-08-02 18:28:31,64.9,45.76,50.49,95,100,8.5,overcast clouds
551,Clyde River,CA,2020-08-02 18:24:42,70.47,-68.59,60.8,51,75,8.05,broken clouds
552,Mehamn,NO,2020-08-02 18:25:28,71.04,27.85,50.0,87,75,9.17,broken clouds
553,Matai,TZ,2020-08-02 18:28:31,-8.3,31.52,62.6,51,20,9.17,few clouds
554,Atasu,KZ,2020-08-02 18:28:32,48.68,71.64,75.02,46,85,13.69,overcast clouds
555,Tamandare,BR,2020-08-02 18:28:32,-8.76,-35.1,77.61,73,32,15.08,scattered clouds
556,Lagunas,PE,2020-08-02 18:28:32,-5.23,-75.68,90.57,44,26,2.57,scattered clouds
557,Port Hardy,CA,2020-08-02 18:28:33,50.7,-127.42,57.2,93,90,2.24,light rain
558,Barabai,ID,2020-08-02 18:28:33,-2.58,115.38,74.23,94,77,1.03,light rain
559,Boa Vista,BR,2020-08-02 18:25:47,2.82,-60.67,80.6,78,75,10.29,broken clouds
560,Oranjemund,NA,2020-08-02 18:28:33,-28.55,16.43,68.34,29,0,5.3,clear sky
561,Abu Zabad,SD,2020-08-02 18:28:34,12.35,29.25,74.3,81,61,10.0,broken clouds
562,Calatayud,ES,2020-08-02 18:28:34,41.35,-1.64,78.8,74,88,8.05,overcast clouds
563,Broome,US,2020-08-02 18:25:44,42.25,-75.83,84.99,51,75,14.99,broken clouds
564,Vila Velha,BR,2020-08-02 18:21:11,-20.33,-40.29,75.2,60,20,14.99,few clouds
565,Salekhard,RU,2020-08-02 18:28:35,66.53,66.6,61.83,77,100,3.78,light rain
566,Fort Saint James,CA,2020-08-02 18:24:03,54.43,-124.25,72.59,42,96,4.38,overcast clouds
567,Mangai,CD,2020-08-02 18:28:35,-4.05,19.53,86.43,35,81,2.51,broken clouds
568,Dyshne-Vedeno,RU,2020-08-02 18:28:36,42.96,46.12,69.8,88,75,11.18,broken clouds
569,Nemuro,JP,2020-08-02 18:28:36,43.32,145.57,63.0,95,49,10.87,scattered clouds
570,Smithers,CA,2020-08-02 18:28:36,54.78,-127.17,64.4,63,75,4.7,broken clouds
571,Puerto Narino,CO,2020-08-02 18:28:36,-3.77,-70.38,89.6,55,75,3.36,broken clouds
572,Seoni,IN,2020-08-02 18:28:36,22.08,79.53,79.34,80,43,5.55,light rain
573,Yambio,SS,2020-08-02 18:28:37,4.57,28.4,69.53,93,94,1.14,light rain
574,Skeldon,GY,2020-08-02 18:28:37,5.88,-57.13,83.46,80,65,3.67,moderate rain
575,Tevriz,RU,2020-08-02 18:28:37,57.51,72.4,69.69,89,100,4.5,overcast clouds
576,Emerald,AU,2020-08-02 18:28:38,-23.53,148.17,53.6,81,0,3.36,clear sky
577,Santa Cruz,BO,2020-08-02 18:25:21,-17.8,-63.17,89.6,29,20,14.99,few clouds
578,Maraba,BR,2020-08-02 18:24:44,-5.37,-49.12,93.2,34,40,5.82,scattered clouds
579,Khasan,RU,2020-08-02 18:28:41,42.43,130.64,68.0,98,100,10.07,moderate rain
580,Port Said,EG,2020-08-02 18:28:41,31.26,32.28,84.2,54,0,6.93,clear sky
581,Sambava,MG,2020-08-02 18:28:41,-14.27,50.17,72.59,81,51,20.09,light rain
582,Narrabri,AU,2020-08-02 18:28:42,-30.32,149.78,41.0,80,16,4.14,few clouds
583,Tahta,EG,2020-08-02 18:28:42,26.77,31.5,98.6,19,0,12.75,clear sky
584,Romanovka,RU,2020-08-02 18:28:42,51.74,42.75,59.85,82,37,5.32,scattered clouds
585,San Luis,AR,2020-08-02 18:28:42,-33.3,-66.34,66.45,42,64,15.12,broken clouds
586,Keetmanshoop,NA,2020-08-02 18:28:42,-26.58,18.13,68.0,14,0,8.05,clear sky
587,Sterling,US,2020-08-02 18:24:08,39.01,-77.43,91.0,55,75,12.75,broken clouds
588,Barhi,IN,2020-08-02 18:28:43,23.9,80.8,82.51,75,65,4.7,broken clouds
589,Pitiquito,MX,2020-08-02 18:28:43,30.7,-112.08,96.01,37,94,1.99,overcast clouds
590,Rabo De Peixe,PT,2020-08-02 18:28:43,37.8,-25.58,75.2,64,20,8.05,few clouds
591,Compuertas,MX,2020-08-02 18:28:44,25.45,-108.35,97.0,55,63,4.0,broken clouds
592,Moranbah,AU,2020-08-02 18:28:44,-22.0,148.05,53.83,90,0,8.61,clear sky
593,Shieli,KZ,2020-08-02 18:25:58,44.17,66.75,81.52,25,0,5.7,clear sky
594,Huruta,ET,2020-08-02 18:28:44,8.15,39.35,61.14,73,45,7.34,scattered clouds
595,Dubbo,AU,2020-08-02 18:25:34,-32.25,148.62,35.6,100,72,6.93,broken clouds
596,Shakawe,BW,2020-08-02 18:28:45,-18.37,21.85,61.57,30,0,3.47,clear sky
597,Villa Del Rosario,CO,2020-08-02 18:28:45,7.83,-72.47,93.2,38,40,23.04,scattered clouds
598,Songea,TZ,2020-08-02 18:28:45,-10.68,35.65,66.2,63,75,5.82,broken clouds
599,Nizwa,OM,2020-08-02 18:28:46,22.93,57.53,93.76,37,18,8.1,few clouds
600,Marawi,PH,2020-08-02 18:28:46,8.0,124.29,78.01,88,95,4.0,overcast clouds
601,Pallasovka,RU,2020-08-02 18:28:46,50.05,46.88,68.13,49,49,1.88,scattered clouds
602,Ouallam,NE,2020-08-02 18:28:46,14.32,2.09,90.3,43,94,10.87,overcast clouds
603,Banepa,NP,2020-08-02 18:28:47,27.63,85.52,73.4,94,75,6.93,thunderstorm with light rain
604,Karasburg,NA,2020-08-02 18:28:47,-28.02,18.75,67.42,22,0,13.38,clear sky
605,Salym,RU,2020-08-02 18:28:47,60.06,71.48,69.62,87,45,6.4,scattered clouds
606,Cape Canaveral,US,2020-08-02 18:28:47,28.41,-80.6,84.0,78,90,17.22,overcast clouds
607,Chiplun,IN,2020-08-02 18:28:48,17.53,73.52,77.47,91,94,6.24,moderate rain
608,Hirara,JP,2020-08-02 18:28:48,24.8,125.28,83.91,81,100,35.5,light rain
609,Cururupu,BR,2020-08-02 18:28:48,-1.83,-44.87,85.64,62,17,6.69,light rain
610,Muzhi,RU,2020-08-02 18:28:48,65.37,64.67,62.67,84,100,9.44,overcast clouds
611,Methoni,GR,2020-08-02 18:28:48,36.82,21.7,79.0,73,40,2.89,scattered clouds
612,Itauna,BR,2020-08-02 18:28:49,-20.08,-44.58,78.8,34,40,13.87,scattered clouds
613,Manokwari,ID,2020-08-02 18:28:49,-0.87,134.08,78.89,79,97,5.17,overcast clouds
614,Chernyshevskiy,RU,2020-08-02 18:28:49,63.01,112.47,55.17,77,0,2.93,clear sky
615,Puerto Carreno,CO,2020-08-02 18:28:49,6.19,-67.49,86.0,66,40,6.93,scattered clouds
616,Suntar,RU,2020-08-02 18:28:50,62.14,117.63,57.02,70,0,4.72,clear sky
617,Asfi,MA,2020-08-02 18:24:04,32.3,-9.24,76.23,66,22,19.6,few clouds
618,Carauari,BR,2020-08-02 18:28:50,-4.88,-66.9,95.81,27,2,3.38,clear sky
619,Milkovo,RU,2020-08-02 18:28:50,54.72,158.62,54.14,95,100,1.9,light rain
620,Finschhafen,PG,2020-08-02 18:28:50,-6.6,147.87,77.59,76,30,8.16,scattered clouds
621,Totskoye,RU,2020-08-02 18:28:50,52.52,52.76,63.37,87,52,1.92,broken clouds
622,Sretensk,RU,2020-08-02 18:28:51,52.25,117.71,59.27,92,82,4.41,broken clouds
623,Maningrida,AU,2020-08-02 18:28:51,-12.07,134.27,66.92,93,10,8.01,clear sky
624,Sandwick,GB,2020-08-02 18:28:51,60.0,-1.25,55.4,87,20,9.17,few clouds
625,Serra,BR,2020-08-02 18:28:15,-20.13,-40.31,75.2,60,20,14.99,few clouds
626,Presidencia Roque Saenz Pena,AR,2020-08-02 18:28:51,-26.79,-60.44,90.05,29,5,10.85,clear sky
627,Wajir,KE,2020-08-02 18:28:52,1.75,40.06,82.4,51,52,5.82,broken clouds
628,La Palma,US,2020-08-02 18:28:52,33.85,-118.05,82.99,57,20,4.7,few clouds
629,Nanakuli,US,2020-08-02 18:28:52,21.39,-158.15,80.6,61,20,8.05,few clouds
630,Coari,BR,2020-08-02 18:28:52,-4.08,-63.14,94.66,31,35,3.44,scattered clouds
631,Diffa,NE,2020-08-02 18:28:52,13.32,12.61,87.08,54,52,7.18,broken clouds
632,Kapoeta,SS,2020-08-02 18:28:52,4.77,33.59,79.07,54,11,5.37,few clouds
633,Bagn,NO,2020-08-02 18:28:53,60.82,9.55,54.0,83,75,6.22,light rain
634,Margate,GB,2020-08-02 18:25:58,51.38,1.39,70.0,61,38,4.0,light rain
635,Kuching,MY,2020-08-02 18:28:54,1.55,110.33,75.2,100,40,2.24,light rain
636,Lensk,RU,2020-08-02 18:28:54,60.73,114.93,56.52,79,16,4.25,few clouds
637,Nioro,GM,2020-08-02 18:28:54,13.35,-15.75,79.02,84,100,4.09,overcast clouds
638,Mabai,CN,2020-08-02 18:28:54,23.01,104.45,63.45,100,94,3.62,overcast clouds
639,Salaga,GH,2020-08-02 18:28:54,8.55,-0.52,80.28,70,62,3.76,broken clouds
640,Muravlenko,RU,2020-08-02 18:25:24,63.79,74.52,63.48,65,24,10.45,few clouds
641,Evensk,RU,2020-08-02 18:25:39,61.95,159.23,51.96,65,80,6.62,broken clouds
642,Telford,GB,2020-08-02 18:28:55,52.68,-2.45,66.2,55,74,9.17,broken clouds
643,Pierre,US,2020-08-02 18:28:55,44.37,-100.35,79.0,41,75,9.17,broken clouds
644,Beringovskiy,RU,2020-08-02 18:25:39,63.05,179.32,47.59,75,100,18.59,overcast clouds
645,Viransehir,TR,2020-08-02 18:28:56,37.24,39.76,89.89,14,0,9.73,clear sky
646,Den Helder,NL,2020-08-02 18:28:56,52.96,4.76,64.4,63,40,10.29,scattered clouds
647,Christiansburg,US,2020-08-02 18:28:56,37.13,-80.41,84.0,54,40,9.17,scattered clouds
648,Shirokiy,RU,2020-08-02 18:28:56,49.76,129.52,67.53,96,100,11.56,light rain
649,Pakxan,LA,2020-08-02 18:28:57,18.38,103.66,74.37,96,100,6.53,moderate rain
650,Skanderborg,DK,2020-08-02 18:28:57,56.04,9.93,64.0,80,56,1.99,light rain
651,Tommot,RU,2020-08-02 18:28:57,58.96,126.29,51.89,79,98,4.32,overcast clouds
652,Marsa Matruh,EG,2020-08-02 18:28:57,31.35,27.25,82.4,74,0,10.29,clear sky
653,Masunga,BW,2020-08-02 18:28:57,-20.62,27.45,60.8,41,0,5.82,clear sky
654,Leh,IN,2020-08-02 18:28:58,34.17,77.58,65.79,28,1,5.08,clear sky
655,Terrace Bay,CA,2020-08-02 18:28:58,48.78,-87.1,59.0,67,75,17.22,broken clouds
656,Lashio,MM,2020-08-02 18:28:58,22.93,97.75,72.84,99,100,1.28,moderate rain
657,Cartagena,CO,2020-08-02 18:25:02,10.4,-75.51,91.4,75,20,10.29,few clouds
658,Enumclaw,US,2020-08-02 18:28:58,47.2,-121.99,73.99,65,9,3.0,clear sky
659,Kent,GB,2020-08-02 18:28:59,51.17,0.67,71.01,69,71,5.01,broken clouds
660,Mulege,MX,2020-08-02 18:28:59,26.88,-111.98,93.33,43,69,8.68,broken clouds
661,Hovd,MN,2020-08-02 18:24:51,48.01,91.64,56.26,61,95,8.3,overcast clouds
662,Merauke,ID,2020-08-02 18:28:59,-8.47,140.33,74.05,82,0,12.5,clear sky
663,Eyl,SO,2020-08-02 18:24:44,7.98,49.82,79.81,67,56,26.13,broken clouds
664,Mayumba,GA,2020-08-02 18:25:54,-3.43,10.66,72.82,80,98,7.09,overcast clouds
665,Ibotirama,BR,2020-08-02 18:29:00,-12.19,-43.22,91.35,18,65,5.82,broken clouds
666,Dzerzhinskoye,RU,2020-08-02 18:29:00,56.83,95.23,60.15,90,99,2.73,overcast clouds
667,Newala,TZ,2020-08-02 18:29:00,-10.94,39.28,64.69,88,68,2.71,light rain
668,Kjollefjord,NO,2020-08-02 18:29:00,70.95,27.35,50.0,87,75,9.17,broken clouds
669,Gannan,CN,2020-08-02 18:26:09,47.91,123.5,67.82,94,99,2.8,moderate rain
670,Tucson,US,2020-08-02 18:28:39,32.22,-110.93,99.0,18,1,3.09,clear sky
